,datetime,price,inflow,outflow,charge
0,2025-06-24 22:00:00+00:00,85.6,-0.0,0.0,0.2
1,2025-06-24 22:15:00+00:00,84.25,0.0,0.0,0.2
2,2025-06-24 22:30:00+00:00,82.9,0.0,0.0,0.2
3,2025-06-24 22:45:00+00:00,81.55,0.0,0.0,0.2
4,2025-06-24 23:00:00+00:00,80.2,0.0,0.0,0.2
5,2025-06-24 23:15:00+00:00,80.2,0.0,0.0,0.2
6,2025-06-24 23:30:00+00:00,80.2,0.0,0.0,0.2
7,2025-06-24 23:45:00+00:00,80.2,0.0,0.0,0.2
8,2025-06-25 00:00:00+00:00,80.2,0.0,0.0,0.2
9,2025-06-25 00:15:00+00:00,80.875,0.0,0.0,0.2
10,2025-06-25 00:30:00+00:00,81.55000000000001,0.0,0.0,0.2
11,2025-06-25 00:45:00+00:00,82.22500000000001,0.0,0.0,0.2
12,2025-06-25 01:00:00+00:00,82.9,0.0,0.0,0.2
13,2025-06-25 01:15:00+00:00,84.17500000000001,0.0,0.0,0.2
14,2025-06-25 01:30:00+00:00,85.45,0.0,0.0,0.2
15,2025-06-25 01:45:00+00:00,86.725,0.0,0.0,0.2
16,2025-06-25 02:00:00+00:00,88.0,0.0,0.0,0.2
17,2025-06-25 02:15:00+00:00,90.25,0.0,0.0,0.2
18,2025-06-25 02:30:00+00:00,92.5,0.0,0.0,0.2
19,2025-06-25 02:45:00+00:00,94.75,0.0,0.0,0.2
20,2025-06-25 03:00:00+00:00,97.0,0.0,0.0,0.2
21,2025-06-25 03:15:00+00:00,100.025,0.0,0.0,0.2
22,2025-06-25 03:30:00+00:00,103.05,0.0,0.0,0.2
23,2025-06-25 03:45:00+00:00,106.075,0.0,0.0,0.2
24,2025-06-25 04:00:00+00:00,109.1,0.0,0.0,0.2
25,2025-06-25 04:15:00+00:00,112.475,0.0,0.0,0.2
26,2025-06-25 04:30:00+00:00,115.85,0.0,0.0,0.2
27,2025-06-25 04:45:00+00:00,119.225,0.0,0.0,0.2
28,2025-06-25 05:00:00+00:00,122.6,0.0,0.0,0.2
29,2025-06-25 05:15:00+00:00,125.95,0.0,0.0,0.2
30,2025-06-25 05:30:00+00:00,129.3,0.0,0.0,0.2
31,2025-06-25 05:45:00+00:00,132.65,0.0,0.0,0.2
32,2025-06-25 06:00:00+00:00,136.0,0.0,0.0,0.2
33,2025-06-25 06:15:00+00:00,133.075,0.0,0.0,0.2
34,2025-06-25 06:30:00+00:00,130.15,0.0,0.0,0.2
35,2025-06-25 06:45:00+00:00,127.225,0.0,0.0,0.2
36,2025-06-25 07:00:00+00:00,124.3,0.0,0.0,0.2
37,2025-06-25 07:15:00+00:00,124.475,0.0,0.0,0.2
38,2025-06-25 07:30:00+00:00,124.65,0.0,0.0,0.2
39,2025-06-25 07:45:00+00:00,124.825,0.0,0.0,0.2
40,2025-06-25 08:00:00+00:00,125.0,0.0,0.0,0.2
41,2025-06-25 08:15:00+00:00,111.1375,0.0,0.0,0.2
42,2025-06-25 08:30:00+00:00,97.275,0.0,0.0,0.2
43,2025-06-25 08:45:00+00:00,83.4125,0.0,0.0,0.2
44,2025-06-25 09:00:00+00:00,69.55,0.0,0.0,0.2
45,2025-06-25 09:15:00+00:00,58.4375,0.0,0.0,0.2
46,2025-06-25 09:30:00+00:00,47.325,0.0,0.0,0.2
47,2025-06-25 09:45:00+00:00,36.2125,0.0,0.0,0.2
48,2025-06-25 10:00:00+00:00,25.1,0.0,0.0,0.2
49,2025-06-25 10:15:00+00:00,19.8925,0.0,0.0,0.2
50,2025-06-25 10:30:00+00:00,14.685,0.0,0.0,0.2
51,2025-06-25 10:45:00+00:00,9.4775,0.0,0.0,0.2
52,2025-06-25 11:00:00+00:00,4.27,0.0,0.0,0.2
53,2025-06-25 11:15:00+00:00,4.35,0.0,0.0,0.2
54,2025-06-25 11:30:00+00:00,4.43,0.0,0.0,0.2
55,2025-06-25 11:45:00+00:00,4.51,0.0,0.0,0.2
56,2025-06-25 12:00:00+00:00,4.59,0.0,0.0,0.2
57,2025-06-25 12:15:00+00:00,5.6625,0.0,0.0,0.2
58,2025-06-25 12:30:00+00:00,6.735,0.0,0.0,0.2
59,2025-06-25 12:45:00+00:00,7.807500000000001,0.0,0.0,0.2
60,2025-06-25 13:00:00+00:00,8.88,0.0,0.0,0.2
61,2025-06-25 13:15:00+00:00,12.9775,0.0,0.0,0.2
62,2025-06-25 13:30:00+00:00,17.075000000000003,0.0,0.0,0.2
63,2025-06-25 13:45:00+00:00,21.1725,0.0,0.0,0.2
64,2025-06-25 14:00:00+00:00,25.27,0.0,0.0,0.2
65,2025-06-25 14:15:00+00:00,40.22,0.0,0.0,0.2
66,2025-06-25 14:30:00+00:00,55.17,0.0,0.0,0.2
67,2025-06-25 14:45:00+00:00,70.11999999999999,0.0,0.0,0.2
68,2025-06-25 15:00:00+00:00,85.07,0.0,0.0,0.2
69,2025-06-25 15:15:00+00:00,90.375,0.0,0.0,0.2
70,2025-06-25 15:30:00+00:00,95.68,0.0,0.0,0.2
71,2025-06-25 15:45:00+00:00,100.985,0.0,0.0,0.2
72,2025-06-25 16:00:00+00:00,106.29,0.0,0.0,0.2
73,2025-06-25 16:15:00+00:00,113.4225,0.0,0.0,0.2
74,2025-06-25 16:30:00+00:00,120.555,0.0,0.0,0.2
75,2025-06-25 16:45:00+00:00,127.6875,0.0,0.0,0.2
76,2025-06-25 17:00:00+00:00,134.82,0.0,0.0,0.2
77,2025-06-25 17:15:00+00:00,151.115,0.0,0.0,0.2
78,2025-06-25 17:30:00+00:00,167.41,0.0,0.0,0.2
79,2025-06-25 17:45:00+00:00,183.705,0.0,0.0,0.2
80,2025-06-25 18:00:00+00:00,200.0,0.0,0.0,0.2
81,2025-06-25 18:15:00+00:00,211.755,0.0,0.0,0.2
82,2025-06-25 18:30:00+00:00,223.51,0.0,0.0,0.2
83,2025-06-25 18:45:00+00:00,235.265,0.0,0.0,0.2
84,2025-06-25 19:00:00+00:00,247.02,0.0,0.0,0.2
85,2025-06-25 19:15:00+00:00,228.67,0.0,0.0,0.2
86,2025-06-25 19:30:00+00:00,210.32,0.0,0.0,0.2
87,2025-06-25 19:45:00+00:00,191.97,0.0,0.0,0.2
88,2025-06-25 20:00:00+00:00,173.62,0.0,0.0,0.2
89,2025-06-25 20:15:00+00:00,161.16,0.0,0.0,0.2
90,2025-06-25 20:30:00+00:00,148.7,0.0,0.0,0.2
91,2025-06-25 20:45:00+00:00,136.24,0.0,0.0,0.2
92,2025-06-25 21:00:00+00:00,123.78,0.0,0.0,0.2
93,2025-06-25 21:15:00+00:00,122.8225,0.0,0.0,0.2
94,2025-06-25 21:30:00+00:00,121.865,0.0,0.0,0.2
95,2025-06-25 21:45:00+00:00,120.9075,0.0,0.0,0.2
96,2025-06-25 22:00:00+00:00,119.95,0.0,0.0,0.2
